# domega dtau
-3.803966185376120301e-02 -5.232835716344473864e-01
-4.655363457287364781e-02 -3.204089036577761340e-01
1.741086332872378295e-03 -3.970806894532004638e-01
-5.886112649353987536e-02 4.627484874670441395e-03
-3.168009057203523271e-02 4.523235175998380209e-02
2.624916897367911284e-02 -3.331965017152065389e-01
-4.400437927961392548e-02 -1.735368120060987729e-01
2.023789375696768977e-02 -9.778068655379223983e-03
6.382089034036139696e-02 1.912230973296527026e-01
-3.957646584201354040e-02 1.275329841644624040e-01
-3.515024286194816661e-01 -1.382760240149819020e-01
-2.379448258702283187e-02 -2.866366994283042757e-01
-8.469987367314704696e-03 -4.793564548658451052e-01
4.970073378812693565e-02 -3.230726070543317729e-01
-8.754488734384488491e-03 -2.660201703699874853e-01
1.119607019897407400e-02 -3.425785752096851544e-01
-4.045630720487781995e-03 -3.588083330065812704e-01
4.396504905715991479e-02 1.080832939977713347e-02
6.209899556419063577e-02 2.621750930538343516e-01
-7.704880655309076509e-02 -1.382414902245994170e-01
6.638202190558879778e-02 -1.833437239019758969e-01
9.108866643406873798e-02 -5.251904206692226129e-01
3.898853318188172379e-02 -1.258629032582938567e-01
-7.416930162373622237e-02 3.193788894961754193e-02
-6.190016164295712026e-03 1.816897231263047141e-01
2.994837654310419928e-02 7.108243410474379687e-02
8.528365294247361450e-02 -1.263689045277452405e-01
-6.941762664355356771e-02 -5.521169228758149999e-02
-9.379084519050026603e-02 -4.110713237381244944e-01
-1.589437322339597447e-01 -4.689006218206770993e-01
3.321455199295851590e-02 -5.155687804338856400e-02
6.571288489879391348e-02 -4.441592192205624512e-01
-4.594687542177661177e-02 -2.819629893704330148e-01
5.360207373672622871e-03 1.578260230051104496e-01
-2.109210152581455534e-03 2.804195466146941484e-02
